head	relation	tail
/m/0tygl	location.geocode.longitude	-73.25
/m/0164nb	people.person.height_meters	1.93
/m/01vg0s	location.geocode.longitude	28.030278
/m/01jrz5j	people.deceased_person.date_of_death	2004.91666667
/m/08j7lh	film.film.initial_release_date	2005.41666667
/m/01vxlbm	people.person.date_of_birth	1979.66666667
/m/03p7r	topic_server.population_number	25351462.0
/m/0msyb	location.geocode.longitude	-89.89
/m/0jcjq	location.dated_location.date_founded	1852.0
/m/0bxqq	location.geocode.longitude	-121.35
/m/0r5lz	location.geocode.longitude	-120.663056
/m/0163r3	people.deceased_person.date_of_death	2008.66666667
/m/0210hf	people.person.date_of_birth	1962.58333333
/m/0pz6q	location.geocode.latitude	47.994167
/m/02kv5k	people.person.date_of_birth	1915.83333333
/m/01rtm4	location.geocode.longitude	-73.845
/m/017j69	location.geocode.latitude	42.054853
/m/01x209s	people.person.date_of_birth	1932.0
/m/08wjf4	people.person.date_of_birth	1992.83333333
/m/0gqkd	topic_server.population_number	1483052.0
/m/01h910	people.person.date_of_birth	1958.0
/m/078jt5	people.person.date_of_birth	1944.91666667
/m/01f62	location.geocode.latitude	41.383333
/m/08sk8l	film.film.initial_release_date	2008.08333333
/m/01c65z	people.person.height_meters	1.74
/m/03kpvp	people.person.date_of_birth	1942.08333333
/m/0163v	location.dated_location.date_founded	1990.58333333
/m/01pxqx	location.geocode.latitude	6.313333
/m/09hd16	people.person.date_of_birth	1959.25
/m/05vsxz	people.person.date_of_birth	1977.58333333
/m/06dfg	location.geocode.latitude	-1.940278
/m/01tlrp	organization.organization.date_founded	1975.75
/m/05j82v	film.film.initial_release_date	1994.0
/m/0bz6sq	film.film.initial_release_date	1998.0
/m/06lht1	people.person.height_meters	1.85
/m/07tjf	location.geocode.longitude	17.628889
/m/01z_jj	location.geocode.latitude	38.89147
/m/01b85	location.geocode.longitude	-0.58
/m/065jlv	people.person.date_of_birth	1967.41666667
/m/01mqc_	people.person.height_meters	1.74
/m/02qvhbb	people.person.date_of_birth	1954.58333333
/m/09fqtq	people.person.height_meters	1.88
/m/01t8sr	location.geocode.longitude	-86.830556
/m/03lb_v	organization.organization.date_founded	1898.0
/m/010tkc	topic_server.population_number	98081.0
/m/017j7y	location.location.area	316.41
/m/08mhyd	people.person.date_of_birth	1942.83333333
/m/0h5m7	location.geocode.longitude	-0.883333
/m/0l30v	location.location.area	9963.68426046
/m/0dzz_	location.geocode.latitude	53.066667
/m/06myp	people.deceased_person.date_of_death	1939.75
/m/01tfck	people.person.date_of_birth	1964.0
/m/01p87y	people.person.date_of_birth	1926.16666667
/m/0ftns	location.geocode.latitude	35.897778
/m/0mwq7	topic_server.population_number	142008.0
/m/07srw	location.location.area	219887.0
/m/0p0mx	topic_server.population_number	1890000.0
/m/057dxsg	people.person.date_of_birth	1899.5
/m/0nr_q	location.geocode.latitude	41.666667
/m/0n6f8	people.person.date_of_birth	1976.25
/m/0l2jt	location.geocode.longitude	-123.43
/m/01w23w	people.person.height_meters	1.96
/m/01505k	location.location.area	190.0
/m/011vx3	people.person.date_of_birth	1919.41666667
/m/03h64	location.geocode.longitude	114.188
/m/02x8mt	people.deceased_person.date_of_death	2002.08333333
/m/09fb5	people.person.date_of_birth	1937.33333333
/m/0c73g	people.deceased_person.date_of_death	1856.58333333
/m/0rv97	location.geocode.latitude	33.953333
/m/0r2l7	location.location.area	65.371
/m/06xpp7	location.geocode.longitude	-118.34
/m/07ytt	location.location.area	0.44
/m/0cc1v	location.geocode.longitude	-76.85
/m/09k0f	people.person.height_meters	1.91
/m/01sbv9	film.film.initial_release_date	2005.41666667
/m/0mwvq	topic_server.population_number	304380.0
/m/025p38	people.person.height_meters	1.63
/m/0736qr	people.person.height_meters	1.765
/m/01gh6z	location.location.area	586528.29
/m/0kn68	topic_server.population_number	1307919.0
/m/02fgdx	location.geocode.longitude	-96.784874
/m/01vh3r	people.person.height_meters	1.93
/m/0d_84	people.person.height_meters	1.83
/m/01vsn38	people.person.height_meters	1.68
/m/01kkx2	people.person.height_meters	1.8
/m/02rybfn	people.deceased_person.date_of_death	1988.75
/m/01_yvy	topic_server.population_number	2160631.0
/m/082fr	location.geocode.longitude	7.099722
/m/07s3m	location.geocode.longitude	0.6892
/m/01lwx	people.person.date_of_birth	1809.16666667
/m/0l30v	location.geocode.latitude	40.76
/m/01ngxm	location.geocode.longitude	-1.539
/m/07hyk	people.person.date_of_birth	1858.83333333
/m/01f08r	location.geocode.longitude	55.333333
/m/07l5z	location.location.area	217.87
/m/04hzj	location.dated_location.date_founded	1821.0
/m/017cy9	location.geocode.longitude	-123.253056
/m/027jk	location.geocode.latitude	11.6
/m/0d6hn	location.location.area	728.26
/m/06z4wj	people.person.date_of_birth	1911.0
/m/0ftvz	location.geocode.longitude	-84.253333
/m/05c4fys	people.person.height_meters	1.88
/m/030hbp	people.person.date_of_birth	1964.66666667
/m/0fvyg	location.location.area	375.0
/m/0nj1c	location.location.area	2367.24913285
/m/0mgrh	location.location.area	5938.0
/m/014g91	people.person.date_of_birth	1929.66666667
/m/05nyqk	film.film.initial_release_date	2000.75
/m/026lj	people.deceased_person.date_of_death	1776.66666667
/m/02c6pq	people.person.date_of_birth	1969.58333333
/m/021j38	location.location.area	157.0
/m/0ftfw	location.location.area	72.25
/m/02s2xy	location.geocode.longitude	27.129
/m/01m3x5p	people.person.date_of_birth	1961.83333333
/m/0y617	location.location.area	30.0
/m/03_2td	people.person.height_meters	1.88
/m/0d5_f	people.deceased_person.date_of_death	1912.41666667
/m/03177r	film.film.initial_release_date	2004.41666667
/m/013d_f	location.location.area	35.41
/m/041_y	people.deceased_person.date_of_death	2010.08333333
/m/03q5dr	people.person.height_meters	1.63
/m/0nm42	location.geocode.latitude	44.97
/m/07swvb	people.person.date_of_birth	1990.33333333
/m/0qxzd	location.location.area	165.108
/m/03f7nt	film.film.initial_release_date	2004.66666667
/m/0mtl5	location.geocode.longitude	-86.78
/m/03_xj	topic_server.population_number	99500.0
/m/01gfhk	location.location.area	22351.0
/m/04bsx1	people.person.date_of_birth	1964.5
/m/0d3f83	people.person.date_of_birth	1985.16666667
/m/04cwcdb	location.geocode.longitude	23.166667
/m/0d3k14	people.deceased_person.date_of_death	1963.91666667
/m/01vsyg9	people.person.height_meters	1.8
/m/03j0d	people.person.height_meters	1.79
/m/031n8c	location.geocode.longitude	-71.086944
/m/0pmp2	topic_server.population_number	169080.0
/m/0164v	location.dated_location.date_founded	1960.66666667
/m/0kq39	location.dated_location.date_founded	1856.0
/m/0rgxp	topic_server.population_number	71778.0
/m/0jpy_	topic_server.population_number	25965.0
/m/01n4f8	people.person.date_of_birth	1956.08333333
/m/01wk7b7	people.person.height_meters	1.82
/m/0212ny	location.geocode.latitude	50.45
/m/09f5rr	people.person.date_of_birth	1932.83333333
/m/0nt6b	location.geocode.latitude	41.8
/m/04fh3	location.location.area	10908.0
/m/0n5_g	topic_server.population_number	63056.0
/m/03_fk9	people.person.date_of_birth	1940.5
/m/016qwt	topic_server.population_number	511750.0
/m/0drs7	location.geocode.latitude	42.24
/m/0m257	location.geocode.latitude	31.880556
/m/0pgjm	people.person.height_meters	1.83
/m/013gxt	location.geocode.longitude	-94.406667
/m/018fwv	people.person.height_meters	1.9
/m/0cdbq	location.geocode.longitude	103.453333
/m/0l2yf	location.dated_location.date_founded	1850.0
/m/05fkf	location.location.area	139390.0
/m/067x44	people.deceased_person.date_of_death	1971.16666667
/m/01c1px	people.deceased_person.date_of_death	1995.41666667
/m/02mpb	people.deceased_person.date_of_death	1950.25
/m/03m3nzf	people.person.date_of_birth	1967.08333333
/m/0yt73	location.geocode.longitude	-84.565
/m/03cvvlg	film.film.initial_release_date	2008.83333333
/m/07z6xs	film.film.initial_release_date	2006.66666667
/m/03q91d	people.person.date_of_birth	1967.0
/m/02jmst	organization.organization.date_founded	1878.0
/m/05bht9	people.person.date_of_birth	1898.25
/m/0fvwg	location.location.area	20.98
/m/018gmr	topic_server.population_number	208615.0
/m/0c3p7	people.person.date_of_birth	1947.25
/m/01vg13	organization.organization.date_founded	1930.0
/m/04w391	people.person.date_of_birth	1986.5
/m/01mvth	people.person.date_of_birth	1934.58333333
/m/020h2v	organization.organization.date_founded	1984.25
/m/0nzlp	location.location.area	1131.82480422
/m/03ksy	location.location.area	1.5
/m/01ppq	location.geocode.longitude	33.0
/m/01zcrv	organization.organization.date_founded	1981.0
/m/02hp70	location.geocode.latitude	43.13556
/m/06jrhz	people.person.date_of_birth	1957.66666667
/m/01t38b	location.geocode.latitude	53.381389
/m/0m_z3	location.geocode.longitude	-9.0
/m/0bmssv	film.film.initial_release_date	2007.0
/m/02hvkf	location.geocode.latitude	51.062
/m/05t0_2v	film.film.initial_release_date	2010.58333333
/m/0f1sm	location.geocode.latitude	41.762736
/m/0sg6b	location.location.area	44.0
/m/072x7s	film.film.initial_release_date	2006.0
/m/01_d4	location.dated_location.date_founded	1833.0
/m/01m24m	location.geocode.latitude	41.550278
/m/01j7z7	people.person.height_meters	1.52
/m/03gj2	topic_server.population_number	10311238.0
/m/05pdbs	people.person.date_of_birth	1930.33333333
/m/0zlt9	topic_server.population_number	51063.0
/m/02pbp9	people.person.height_meters	1.78
/m/0183z2	location.location.area	247460.0
/m/0fydw	location.geocode.longitude	4.4
/m/017ztv	location.geocode.latitude	55.679722
/m/01j2_7	topic_server.population_number	61754.0
/m/02pfymy	organization.organization.date_founded	2006.25
/m/05yjhm	people.person.date_of_birth	1964.66666667
/m/0jpdn	people.person.date_of_birth	1957.08333333
/m/04w58	location.geocode.latitude	43.732778
/m/02hrh0_	location.geocode.longitude	-157.816667
/m/08qs09	location.geocode.latitude	42.652364
/m/0nbwf	location.location.area	133.223
/m/012g92	people.person.height_meters	1.6
/m/0bthb	location.geocode.longitude	-75.379
/m/0mwzv	location.geocode.longitude	-75.93
/m/0m32_	people.person.date_of_birth	1952.66666667
/m/05w88j	people.person.date_of_birth	1951.08333333
/m/0m241	location.dated_location.date_founded	1879.16666667
/m/0bwx3	people.person.date_of_birth	1817.58333333
/m/0hhjk	location.geocode.latitude	40.7615
/m/03_hd	people.person.date_of_birth	1806.41666667
/m/07fzq3	people.deceased_person.date_of_death	2005.58333333
/m/01qs54	location.location.area	2342.0
/m/02bf2s	people.person.date_of_birth	1936.16666667
/m/0h3y	location.geocode.longitude	2.0
/m/0ym17	location.geocode.latitude	51.751
/m/01p3ty	film.film.initial_release_date	1995.83333333
/m/06g2d1	people.person.date_of_birth	1969.25
/m/07c5l	location.location.area	42549000.0
/m/04gp3_2	organization.organization.date_founded	2008.58333333
/m/030w19	location.geocode.latitude	40.81167
/m/07wkd	location.geocode.longitude	-66.641
/m/01t4p0	location.geocode.longitude	-3.0083
/m/0mm0p	topic_server.population_number	47170.0
/m/05r4w	location.location.area	91985.0
/m/02d478	film.film.initial_release_date	2003.75
/m/01y_rz	people.person.height_meters	1.91
/m/043yj	location.geocode.longitude	-90.184722
/m/067hq2	people.person.date_of_birth	1966.58333333
/m/01f38z	location.dated_location.date_founded	1863.0
/m/0gqkd	location.geocode.latitude	33.583333
/m/01_q7h	location.geocode.latitude	26.5
/m/029m83	people.person.date_of_birth	1934.58333333
/m/0r4wn	location.geocode.longitude	-117.296944
/m/02bm8	location.geocode.longitude	130.833333
/m/0yfp	people.person.height_meters	1.85
/m/0b_7k	people.person.height_meters	1.78
/m/0cp6w	topic_server.population_number	340735.0
/m/022tq4	topic_server.population_number	2185927.0
/m/0nlc7	location.geocode.latitude	51.516667
/m/0t0n5	location.location.area	186.66
/m/01797x	people.person.date_of_birth	1950.33333333
/m/03s0w	location.geocode.latitude	42.0
/m/0hsn_	people.person.date_of_birth	1949.33333333
/m/013qvn	people.person.date_of_birth	1917.5
/m/0l3n4	location.geocode.longitude	-76.25
/m/0d1xh	topic_server.population_number	293106.0
/m/07sgdw	film.film.initial_release_date	1991.33333333
/m/01t3h6	location.location.area	187.7
/m/02lj6p	people.person.height_meters	1.892
/m/031c3v	people.deceased_person.date_of_death	1999.25
/m/0r3tq	location.geocode.latitude	33.830278
/m/02qdymm	people.person.date_of_birth	1917.33333333
/m/03ysmg	people.person.date_of_birth	1958.5
/m/01m20m	location.location.area	57.7
/m/0l9rg	topic_server.population_number	540508.0
/m/03v0vd	people.person.date_of_birth	1956.66666667
/m/0yx74	location.location.area	128.722409084
/m/015y2q	location.geocode.longitude	73.856667
/m/052nd	location.geocode.longitude	-73.574722
/m/0ddf2bm	film.film.initial_release_date	2011.58333333
/m/015zxh	location.geocode.latitude	32.84
/m/021996	location.geocode.longitude	-121.8813
/m/0nm6z	location.geocode.longitude	-70.76
/m/0dck27	people.person.date_of_birth	1901.25
/m/08l_c1	organization.organization.date_founded	1835.0
/m/03x1s8	organization.organization.date_founded	1875.0
/m/01rs59	organization.organization.date_founded	1972.0
/m/02zr0z	location.location.area	0.044517
/m/0h1q6	people.deceased_person.date_of_death	1967.41666667
/m/07jmgz	people.deceased_person.date_of_death	2015.0
/m/0sqgt	location.geocode.latitude	37.977222
/m/0fpj4lx	people.person.date_of_birth	1964.41666667
/m/0mw2m	location.geocode.latitude	32.35
/m/07p12s	film.film.initial_release_date	2006.58333333
/m/04mby	people.deceased_person.date_of_death	1919.41666667
/m/02nq10	location.geocode.latitude	52.368333
/m/0fpn8	location.geocode.latitude	41.89
/m/0r785	topic_server.population_number	167815.0
/m/0drrw	location.geocode.longitude	-75.82
/m/0498y	location.location.area	104659.0
/m/01jp4s	location.location.area	39.6
/m/0zm1	people.person.date_of_birth	1860.08333333
/m/0604m	location.geocode.longitude	35.2
/m/01z215	location.geocode.longitude	45.0
/m/03_c8p	organization.organization.date_founded	1993.91666667
/m/0mymy	location.geocode.longitude	-81.47
/m/01r3w7	organization.organization.date_founded	1942.0
/m/04dyqk	people.deceased_person.date_of_death	2007.33333333
/m/0m25p	location.dated_location.date_founded	1881.0
/m/020d5	location.location.area	1995392.0
/m/0gl5_	organization.organization.date_founded	1839.0
/m/01clyr	organization.organization.date_founded	1924.0
/m/0q1lp	people.person.height_meters	1.83
/m/03_6y	people.person.height_meters	1.88
/m/081k8	people.person.date_of_birth	1564.33333333
/m/0rjg8	location.location.area	66.82
/m/0177sq	location.geocode.longitude	-77.453255
/m/01515w	people.person.date_of_birth	1969.66666667
/m/06nrt	location.geocode.latitude	55.0
/m/01hpnh	location.location.area	243286.0
/m/013h1c	location.location.area	81.7
/m/0rtv	topic_server.population_number	1569897.0
/m/0ns_4	location.location.area	1351.9737936
/m/0d9y6	topic_server.population_number	238817.0
/m/024n3z	people.person.date_of_birth	1972.5
/m/01_k7f	location.geocode.longitude	-104.696741
/m/01kymm	people.person.height_meters	1.552
/m/0132k4	people.deceased_person.date_of_death	1987.75
/m/02qwg	people.person.height_meters	1.77
/m/08z84_	organization.organization.date_founded	1985.0
/m/026gyn_	film.film.initial_release_date	1968.83333333
/m/01y9pk	location.geocode.longitude	-83.065833
/m/06c44	people.person.date_of_birth	1813.41666667
/m/0drsm	location.geocode.latitude	42.94
/m/0xszy	topic_server.population_number	110586.0
/m/0nv2x	topic_server.population_number	184355.0
/m/03rl84	people.person.date_of_birth	1980.08333333
/m/014xf6	organization.organization.date_founded	1829.0
/m/0gry51	people.deceased_person.date_of_death	1985.33333333
/m/0n6c_	topic_server.population_number	111202.0
/m/01cm8w	film.film.initial_release_date	1977.5
/m/0f0qfz	people.person.date_of_birth	1949.0
/m/09b83	location.geocode.longitude	7.75
/m/02fjzt	organization.organization.date_founded	1892.41666667
/m/015xp4	people.person.date_of_birth	1938.08333333
/m/0pv3x	film.film.initial_release_date	1996.83333333
/m/02wm6l	location.geocode.longitude	12.316667
/m/07s6prs	people.person.date_of_birth	1982.66666667
/m/0281s1	location.location.area	21.0
/m/0m241	location.geocode.latitude	35.423889
/m/02js_6	people.person.height_meters	1.78
/m/02lvtb	people.deceased_person.date_of_death	2012.75
/m/016vqk	people.person.date_of_birth	1949.5
/m/09btk	location.geocode.latitude	63.429722
/m/0l3cy	location.geocode.latitude	30.583333
/m/0dw3l	people.person.date_of_birth	1963.75
/m/02fgdx	location.geocode.latitude	32.844114
/m/02cttt	location.geocode.longitude	-78.79
/m/0b24sf	topic_server.population_number	3458045.0
/m/02jx1	location.location.area	130395.0
/m/01s7zw	people.person.height_meters	1.8
/m/037s9x	organization.organization.date_founded	1781.0
/m/0159r9	location.geocode.longitude	0.117867
/m/01dbhb	people.person.height_meters	1.715
/m/0179q0	location.geocode.latitude	49.166667
/m/0rs6x	location.geocode.latitude	29.894722
/m/06nsb9	people.deceased_person.date_of_death	2005.5
/m/045bg	people.person.date_of_birth	1905.5
/m/0l0mk	topic_server.population_number	50862.0
/m/01mskc3	people.person.date_of_birth	1978.58333333
/m/0g8fs	location.geocode.longitude	-76.48888
/m/01h1bf	location.geocode.longitude	-73.9791
/m/015gw6	people.deceased_person.date_of_death	2004.0
/m/05hf_5	organization.organization.date_founded	1948.0
/m/038czx	location.geocode.latitude	38.052379
/m/0n5hh	location.dated_location.date_founded	1748.0
/m/033w9g	people.person.height_meters	1.87
/m/0htqt	topic_server.population_number	357589.0
/m/03tw2s	organization.organization.date_founded	1801.0
/m/03_nq	people.person.date_of_birth	1767.58333333
/m/042xh	people.person.height_meters	1.65
/m/019fbp	location.geocode.latitude	9.9
/m/02ld6x	people.person.height_meters	1.85
/m/0fc32	topic_server.population_number	84873.0
/m/01p5xy	location.geocode.longitude	-71.823169
/m/01t4p0	location.geocode.latitude	53.6454
/m/0_vw8	location.geocode.latitude	35.633056
/m/02w6bq	organization.organization.date_founded	1908.0
/m/0bkf4	people.person.height_meters	1.72
/m/04p3c	location.geocode.longitude	-1.549167
/m/0n56v	location.geocode.longitude	-106.67
/m/024hh1	location.geocode.latitude	36.3
/m/0fnb4	location.geocode.latitude	23.7
/m/06m6p7	people.person.height_meters	1.88
/m/0f3ys2	location.geocode.longitude	-1.772094
/m/03v1s	location.dated_location.date_founded	1817.0
/m/0m27n	location.geocode.longitude	-112.475833
/m/01m1_t	location.location.area	34.7058406785
/m/0f2w0	location.geocode.latitude	29.416667
/m/0d6nx	location.geocode.longitude	7.45
/m/01kwsg	people.person.date_of_birth	1946.75
/m/0tk02	location.geocode.latitude	30.214722
/m/0sgtz	location.geocode.latitude	38.521667
/m/0xgpv	location.geocode.longitude	-90.183889
/m/0f4vbz	people.person.date_of_birth	1975.5
/m/01vs73g	people.person.date_of_birth	1977.58333333
/m/04swx	location.geocode.longitude	18.0
/m/0jgk3	location.geocode.latitude	26.124354
/m/0nv5y	location.dated_location.date_founded	1830.0
/m/0mw89	location.geocode.latitude	40.31
/m/072192	film.film.initial_release_date	1951.66666667
/m/01n6c	topic_server.population_number	528312.0
/m/01km6_	location.geocode.latitude	53.393
/m/0l2wt	location.geocode.longitude	-120.03
/m/04jr87	location.geocode.longitude	12.515833
/m/03tf_h	people.person.date_of_birth	1920.25
/m/07h34	location.dated_location.date_founded	1796.5
/m/06lvlf	people.person.date_of_birth	1980.33333333
/m/0h1k6	location.geocode.longitude	-92.1
/m/05wjnt	people.person.date_of_birth	1982.33333333
/m/02whj	people.person.date_of_birth	1941.0
/m/0mdqp	people.person.date_of_birth	1965.91666667
/m/0l6qt	people.person.date_of_birth	1934.41666667
/m/058dm9	organization.organization.date_founded	1911.0
/m/0cf0s	location.geocode.latitude	-4.325
/m/06bw5	location.geocode.latitude	45.48
/m/01d26y	location.geocode.longitude	-122.966667
/m/0ftjx	location.location.area	1349.0
/m/0r111	location.location.area	53.233
/m/01w5gg6	people.person.height_meters	1.74
/m/02jztz	organization.organization.date_founded	1888.0
/m/02hwww	organization.organization.date_founded	1857.0
/m/011wdm	location.geocode.longitude	2.2409
/m/09l9xt	people.person.height_meters	1.85
/m/0q59y	people.deceased_person.date_of_death	1995.08333333
/m/07dfk	location.geocode.latitude	35.683333
/m/0gclb	topic_server.population_number	2120000.0
/m/095l0	location.geocode.latitude	51.45
/m/0ff3y	people.person.date_of_birth	1923.41666667
/m/03188	location.geocode.latitude	6.916667
/m/05nwr	location.location.area	990.0
/m/05zhg	location.geocode.latitude	52.583333
/m/01qbjg	people.person.date_of_birth	1941.16666667
/m/019jlq	topic_server.population_number	132016.0
/m/06yxd	location.geocode.latitude	34.0
/m/0rrhp	location.location.area	133.254888277
/m/01pj7	topic_server.population_number	4470000.0
/m/0d6484	people.person.date_of_birth	1949.91666667
/m/02qlg7s	people.person.date_of_birth	1951.0
/m/013jz2	location.location.area	88.7
/m/0f14q	people.person.height_meters	1.75
/m/01rnxn	people.person.date_of_birth	1936.5
/m/0crd8q6	film.film.initial_release_date	2011.58333333
/m/0f102	location.geocode.longitude	-117.011
/m/055hc	location.geocode.latitude	49.859444
/m/07cjqy	people.person.height_meters	1.74
/m/06l6nj	people.person.date_of_birth	1892.91666667
/m/01fj9_	location.geocode.latitude	52.5
/m/03cvfg	people.person.height_meters	1.93
/m/01ww2fs	people.person.date_of_birth	1937.33333333
/m/0nzny	location.geocode.latitude	33.79
/m/013nws	topic_server.population_number	62132.0
/m/0rj4g	location.geocode.latitude	26.021389
/m/0c_md_	people.deceased_person.date_of_death	2007.0
/m/0cg9f	people.deceased_person.date_of_death	1984.66666667
/m/05cj_j	film.film.initial_release_date	1976.33333333
/m/07w5rq	organization.organization.date_founded	1921.58333333
/m/01d650	organization.organization.date_founded	1965.08333333
/m/0jtf1	topic_server.population_number	113795.0
/m/02fb1n	people.person.date_of_birth	1930.16666667
/m/0yjvm	topic_server.population_number	66270.0
/m/03wd5tk	people.deceased_person.date_of_death	2002.25
/m/01nn7r	location.geocode.latitude	52.20287
/m/02lt8	people.person.date_of_birth	1809.08333333
/m/0fr0t	location.geocode.longitude	-110.926389
/m/0nm3n	location.geocode.latitude	43.41
/m/0151ns	people.person.height_meters	1.74
/m/0kstw	location.geocode.longitude	139.638056
/m/0gd5z	people.person.date_of_birth	1939.91666667
/m/06dfg	location.geocode.longitude	29.873889
/m/0g5879y	film.film.initial_release_date	2011.75
/m/0ccvd	location.location.area	4861.0
/m/02qkt	location.geocode.longitude	80.0
/m/0l_tn	location.geocode.latitude	62.4
/m/07qzv	location.geocode.latitude	32.066667
/m/01k_mc	people.person.date_of_birth	1951.33333333
/m/06s0l	location.geocode.longitude	-60.983333
/m/02l424	location.geocode.latitude	39.14868
/m/0n96z	location.geocode.latitude	51.533333
/m/02cj_f	people.person.date_of_birth	1906.58333333
/m/0c6g29	people.person.date_of_birth	1914.08333333
/m/01vwyqp	people.person.date_of_birth	1939.91666667
/m/01t94_1	people.deceased_person.date_of_death	1996.25
/m/018t8f	organization.organization.date_founded	1874.0
/m/0bsl6	topic_server.population_number	77366.0
/m/0n5xb	location.location.area	2056.45055961
/m/087vz	location.geocode.latitude	44.820556
/m/02ck7w	people.person.height_meters	1.83
/m/01wyzyl	people.person.height_meters	1.8
/m/0hcvy	people.person.date_of_birth	1904.83333333
/m/01l3s0	location.location.area	11067.0
/m/0fhmy	location.location.area	104.91
/m/0n90z	location.geocode.longitude	-0.106
/m/09c6w	topic_server.population_number	3637483.0
/m/027mdh	location.geocode.latitude	37.779444
/m/03g62	people.person.date_of_birth	1896.41666667
/m/05ldxl	film.film.initial_release_date	1972.0
/m/01h7bb	film.film.initial_release_date	2003.91666667
/m/09lgt	topic_server.population_number	1463628.0
/m/0125q1	location.location.area	8654.0
/m/0flbm	location.geocode.latitude	39.35
/m/0mny8	location.geocode.longitude	-77.81
/m/03nb5v	people.person.date_of_birth	1974.41666667
/m/018jkl	location.geocode.latitude	38.35
/m/07xpm	location.geocode.latitude	-43.523333
/m/02hkvw	people.person.date_of_birth	1935.58333333
/m/01v3ht	location.geocode.longitude	-3.181384
/m/023sng	people.person.height_meters	1.78
/m/0180w8	people.person.date_of_birth	1949.33333333
/m/0c35b1	people.person.height_meters	1.78
/m/01p7x7	location.geocode.longitude	-73.99058
/m/02dztn	people.person.date_of_birth	1924.58333333
/m/088q4	location.geocode.longitude	31.05
/m/01vc3y	location.geocode.latitude	55.846627
/m/018ckn	location.geocode.latitude	27.06
/m/051ls	topic_server.population_number	121982.0
/m/0bxy67	people.person.height_meters	1.91
/m/088q4	location.dated_location.date_founded	1980.33333333
/m/0167q3	topic_server.population_number	141270.0
/m/0d_wms	film.film.initial_release_date	2006.91666667
/m/015cbq	people.person.height_meters	1.79
/m/02fbpz	people.person.date_of_birth	1960.41666667
/m/04jvt	people.person.date_of_birth	1879.91666667
/m/0fhp9	location.location.area	414.65
/m/070g7	film.film.initial_release_date	1994.83333333
/m/02zkdz	organization.organization.date_founded	1895.0
/m/015qh	topic_server.population_number	8876972.0
/m/0tyql	topic_server.population_number	93835.0
/m/01mwsnc	people.person.height_meters	1.75
/m/01tvz5j	people.person.height_meters	1.651
/m/0cm5m	topic_server.population_number	149633.0
/m/0139q5	people.person.height_meters	1.68
/m/064n1pz	film.film.initial_release_date	2009.16666667
/m/02p3my	location.location.area	25.0
/m/08314	location.location.area	2027.0
/m/0rj0z	location.geocode.longitude	-80.15
/m/0dlm_	location.geocode.longitude	46.716667
/m/038csl	organization.organization.date_founded	1961.0
/m/0f13b	people.deceased_person.date_of_death	2015.16666667
/m/0njvn	location.geocode.longitude	-86.59
/m/013t2y	location.geocode.latitude	53.6801
/m/02fvv	location.geocode.longitude	-2.97
/m/01rh0w	people.person.date_of_birth	1977.58333333
/m/0cb77r	people.person.date_of_birth	1886.66666667
/m/03l3ln	people.person.height_meters	1.78
/m/0g0rp	location.geocode.latitude	52.19123
/m/01zlh5	people.person.height_meters	1.75
/m/02xs6_	film.film.initial_release_date	2001.16666667
/m/013p59	location.geocode.longitude	-2.977255481
/m/01z5tr	people.person.height_meters	1.73
/m/02cff1	people.person.height_meters	1.73
/m/0mk59	location.geocode.latitude	44.49
/m/0523v5y	people.person.date_of_birth	1898.66666667
/m/0xkyn	location.location.area	15.069
/m/0154qm	people.person.date_of_birth	1969.41666667
/m/01z645	location.geocode.latitude	52.39312
/m/01b3l	location.geocode.longitude	-74.92369
/m/02s2wq	people.person.date_of_birth	1972.16666667
/m/02lg3y	people.person.date_of_birth	1972.08333333
/m/0dlglj	people.person.height_meters	1.727
/m/0ck1d	location.location.area	41308.0
/m/07db6x	people.deceased_person.date_of_death	1977.25
/m/01nty	topic_server.population_number	43317.0
/m/0z18v	location.geocode.latitude	40.75
/m/02j04_	location.geocode.latitude	41.7474
/m/0244r8	people.person.date_of_birth	1961.33333333
/m/01lcxbb	people.person.date_of_birth	1938.33333333
/m/081l_	people.person.date_of_birth	1945.66666667
/m/0mp08	location.location.area	110.0
/m/01ly5m	location.geocode.latitude	-34.603333
/m/01gfhk	location.geocode.latitude	19.35
/m/0h21v2	film.film.initial_release_date	1982.5
/m/04w4s	location.dated_location.date_founded	1991.66666667
/m/0r6c4	location.location.area	31.79
/m/0rn0z	location.geocode.latitude	29.187778
/m/01cf5	location.geocode.longitude	-73.9635
/m/0n5j_	location.dated_location.date_founded	1683.0
/m/0n6bs	location.geocode.longitude	-82.423611
/m/01z28b	location.geocode.latitude	51.655
/m/016wzw	location.location.area	1285216.0
/m/0bw20	film.film.initial_release_date	2002.58333333
/m/02c9dj	location.geocode.latitude	42.239167
/m/0jnng	organization.organization.date_founded	1997.5
/m/0k89p	location.geocode.longitude	-72.585069
/m/03dm7	location.geocode.longitude	-74.001111
/m/0nh0f	location.geocode.latitude	45.55
/m/01zll8	location.geocode.longitude	107.6
/m/0f4zv	location.dated_location.date_founded	1821.0
/m/0fmyd	location.location.area	2119.0
/m/0lzcs	people.person.date_of_birth	1852.75
/m/01xcgf	organization.organization.date_founded	1933.0
/m/099ty	location.geocode.latitude	43.616667
/m/02zd460	location.location.area	27.0
/m/02wt0	location.geocode.latitude	-18.0
/m/0fvzg	topic_server.population_number	526939.0
